ลำดับ,ปี,เดือนรอบบิล,เขต/สังกัด,สถานี/หน่วยงาน,หมายเลขผู้ใช้ไฟ,ประเภทสถานี,ค่าไฟฟ้า (บาท/เดือน),จำนวนหน่วย (kWh/เดือน)
1169,2566,กันยายน,สปข.1,สคท.นครราชสีมา (สนง.)	,20020009313,สถานีเครื่องส่ง T.V.,"28,330.56","6,360.90"
1170,2566,ตุลาคม,สปข.4,สคท.ตาก,9804 020010315402     ,สถานี T.V. และสถานี F.M.,"49,928.37","11,268.00"
1171,2566,ตุลาคม,สปข.3,สวท.พะเยา,020005688352,สถานี F.M.,"20,487.78","5,157.00"
1172,2566,ตุลาคม,สปข.5,สวท.ทุ่งสง,9044 020009051110,สถานี F.M.,"12,759.07","2,823.00"
1173,2566,ตุลาคม,สปข.3,สคท.เชียงราย,020005862041,สถานีเครื่องส่ง T.V. และ FM,"46,605.35","11,767.20"
1174,2566,ตุลาคม,สปข.4,สวท.สุโขทัย,020009685505,สถานี F.M.,"17,171.02","3,825.41"
1175,2566,ตุลาคม,สปข.3,สวท.ฝาง,15879255,สถานี F.M.,"27,417.46","6,369.24"
1176,2566,ตุลาคม,สปข.4,สคท.นครสวรรค์,9806020006256640,สถานี T.V. และสถานี F.M.,"47,067.12","11,774.58"
1177,2566,ตุลาคม,สปข.5,สวท.ชุมพร,02003809255,สถานี F.M.,"10,771.42","2,371.40"
1178,2566,ตุลาคม,สปข.3,สวท.ลำปาง,020005125126,สถานี F.M.,"21,881.95","5,621.00"
1179,2566,ตุลาคม,สปข.7,สปข.7 (สำนักงานเขต),020001965577,สำนักประชาสัมพันธ์เขตและ T.V.,"100,622.63","21,288.00"
1180,2566,ตุลาคม,สปข.7,ศบพ.ตราด,020002484380,สถานี T.V.,"32,890.79","7,397.00"
1181,2566,ตุลาคม,สปข.7,ศบพ.ระยอง,020001533635,สถานี T.V.,"55,231.62","13,304.49"
1182,2566,ตุลาคม,สปข.7,ศบพ.สระแก้ว,020000963642,สถานี T.V.,"1,646.54",298.19
1183,2566,ตุลาคม,สปข.7,สวท.จันทบุรี,020001925479,สถานี F.M.,"22,556.45","5,049.00"
1184,2566,ตุลาคม,สปข.7,สวท.จันทบุรี,020002337877,สถานี A.M.,"87,642.87","21,385.01"
1185,2566,ตุลาคม,สปข.7,สวท.ตราด,020002274503,สถานี F.M.,"23,543.94","5,210.18"
1186,2566,ตุลาคม,สปข.7,สวท.ตราด,020002234872,สถานี A.M.,720.90,87.90
1187,2566,ตุลาคม,สปข.7,สวท.ระยอง,020001887682,สถานี F.M.,"14,878.32","3,553.00"
1188,2566,ตุลาคม,สปข.7,สวท.สระแก้ว,020000977698,สถานี F.M.,"21,988.68","4,920.00"
1189,2566,ตุลาคม,สปข.7,สวท.ชลบุรี,020002465655,สถานี F.M.,"12,363.83","2,724.81"
1190,2566,ตุลาคม,สปข.7,สวท.ชลบุรี (เขาฉลาก),020001772345,สถานี F.M.,"12,928.11","2,407.00"
1191,2566,ตุลาคม,สปข.3,สคท.แม่ฮ่องสอน ดอยกองมู,0006 020004663073,สถานี T.V.,"12,895.51","3,212.00"
1192,2566,ตุลาคม,สปข.3,สคท.แม่ฮ่องสอน ห้วยนางปุ๊,9805 020005171674,สถานี T.V. และสถานี F.M.,"41,853.78","10,554.70"
1193,2566,ตุลาคม,สปข.3,สวท.น่าน ห้องส่ง,9004 020009497249,สถานี F.M.,"29,741.39","6,750.05"
1194,2566,ตุลาคม,สปข.3,สวท.น่าน,9810 020009531604,อาคารเครื่องส่ง,"1,241.53",73.95
1195,2566,พฤศจิกายน,สปข.3,สวท.น่าน,0116 020009699672,โรงสูบน้ำ,35.62,0.00
1196,2566,ตุลาคม,สปข.3,สวท.แพร่,9802020010258747,สถานี F.M.,"13,683.05","3,432.00"
1197,2566,ตุลาคม,สปข.5,สวท.นครศรีธรรมราช,9032020009211867,สถานี F.M.,"49,686.00","12,262.00"
1198,2566,ตุลาคม,สปข.5,สทท.สุราษฎร์ธานี,9813020009046372,สถานี T.V. และสถานี F.M.,"154,450.05","34,641.00"
1199,2566,ตุลาคม,สปข.3,สวท.แม่สะเรียง,9039 020005015968,สถานี F.M.,"13,150.79","2,912.00"
1200,2566,ตุลาคม,สปข.3,สวท.แม่สะเรียง,9036 020005002855,สถานี F.M.,"8,916.72","1,950.00"
1201,2566,ตุลาคม,สปข.1,สวท.กาฬสินธ์,20011621367,สถานี F.M.,"24,350.43","5,455.60"
1202,2566,ตุลาคม,สปข.1,สทท.ขอนแก่น /สำนักประชาสัมพันธ์เขต 1,20015327609,สำนักประชาสัมพันธ์เขตและ T.V.,"192,302.97","43,817.00"
1203,2566,ตุลาคม,สปข.1,สคว.ขอนแก่น (บ้านสำราญ),20015327642,สถานีเครื่องส่งวิทยุ,"9,706.30","2,129.40"
1204,2566,ตุลาคม,สปข.1,สวท.ขอนแก่น/บ้านพัก ขรก สวท.ขอนแก่น,20015161572,บ้านพักข้าราชการ,"4,293.11",899.50
1205,2566,ตุลาคม,สปข.1,สวศ.ขอนแก่น,20015144493,สถานี A.M.,"200,025.06","48,644.00"
1206,2566,ตุลาคม,สปข.1, สวท.ขอนแก่น,20016637337,สถานี A.M. และ F.M.,"30,694.12","6,422.02"
1207,2566,ตุลาคม,สปข.1,สคท.ชัยภูมิ (ช่อง 11),20013883883,สถานี T.V.,"23,759.34","5,322.30"
1208,2566,ตุลาคม,สปข.1,สวท.ชัยภูมิ,20014009236,สถานี F.M.,"33,423.35","7,518.00"
1209,2566,ตุลาคม,สปข.1,สคท.ชุมแพ (ขอนแก่น),20014900051,สถานี T.V.,"15,345.75","3,410.70"
1210,2566,ตุลาคม,สปข.4,สวท.สุโขทัย,-,สถานี F.M.,-,-
1211,2566,ตุลาคม,สปข.1,สวท.ด่านซ้าย (เลย),20015604618,สถานี A.M.,"19,284.95","4,305.70"
1212,2566,ตุลาคม,สปข.1,สคท.นครราชสีมา,20012969536,สถานี T.V.,"2,025.52",384.30
1213,2566,ตุลาคม,สปข.1,สวท.นครราชสีมา,20013335830,สถานี A.M. และ F.M.,"75,592.11","18,074.00"
1214,2566,ตุลาคม,สปข.1,สวท.บึงกาฬ  ,20014520640,สถานี A.M. และ F.M.,"22,362.30","5,004.89"
1215,2566,ตุลาคม,สปข.1,สวท.มหาสารคาม,20012031545,สถานี F.M.,"9,091.44","1,989.70"
1216,2566,ตุลาคม,สปข.1,สวท.มหาสารคาม (หนองจิก),20011950531,สถานีเครื่องส่งวิทยุ,"20,642.75","4,614.20"
1217,2566,ตุลาคม,สปข.1,สคท.เลย (อ.ภูเรือ)	,20015941506,สถานี T.V.,"19,611.96","4,380.00"
1218,2566,ตุลาคม,สปข.1,สวท.เลย,20015706013,สถานี F.M.,"16,424.51","3,655.80"
1219,2566,ตุลาคม,สปข.1,สวท.เลย (บ.กำเนิดเพชร),20015706261,สถานี A.M.,"76,064.66","19,307.23"
1220,2566,ตุลาคม,สปข.1,สวท.เลย (ภูเรือ),20015941476,สถานีเครื่องส่งวิทยุ,"12,164.89","2,688.00"
1221,2566,ตุลาคม,สปข.1,สคท.สกลนคร (ช่อง 11),20015372404,สถานี T.V.,"35,271.91","7,938.00"
1222,2566,ตุลาคม,สปข.1,สวท.สกลนคร,20014789142,สถานี F.M.,"9,189.62","1,898.00"
1223,2566,ตุลาคม,สปข.1,สวท.สกลนคร,20015372371,สถานีเครื่องส่งวิทยุ,"15,171.00","3,371.00"
1224,2566,ตุลาคม,สปข.1,สคท.บึงกาฬ,20016205576,สถานี T.V.,"11,986.64","2,647.50"
1225,2566,ตุลาคม,สปข.1,สวท.หนองคาย,20014528143,สถานี A.M. และ F.M.,"15,325.05","3,406.00"
1226,2566,ตุลาคม,สปข.1,สวท.หนองคาย,20014477381,สถานีเครื่องส่งวิทยุ,"82,700.71","20,215.58"
1227,2566,ตุลาคม,สปข.1,สวท.หนองบัวลำภู,20015601206,สถานี F.M.,"42,492.32","9,578.50"
1228,2566,ตุลาคม,สปข.1,สคท.อุดรธานี (อ.เพ็ญ),20015250536,สถานี T.V.,"3,508.35",721.20
1229,2566,ตุลาคม,สปข.1,สวท.อุดรธานี,20016108212,สถานี F.M.,"24,508.87","5,492.60"
1230,2566,ตุลาคม,สปข.1,สวท.อุดรธานี (บ้านดุง),20016297135,สถานีเครื่องส่ง VOA,"144,468.23","38,396.08"
1231,2566,ตุลาคม,สปข.1,สคท.นครราชสีมา (สนง.),20020009313,สถานี T.V.,"29,612.68","6,652.20"
1232,2566,ตุลาคม,สปข.4,สวท.แม่สอด,9021-020021516612,สถานี T.V. และสถานี F.M.,"70,173.44","17,292.80"
1233,2566,พฤศจิกายน,สปข.4,สคท.ตาก,9804 020010315402  ,สถานี T.V. และสถานี F.M.,"50,841.65","11,475.50"
1234,2566,พฤศจิกายน,สปข.3,สวท.พะเยา,020005688352,สถานี F.M.,"19,532.74","4,362.00"
1235,2566,พฤศจิกายน,สปข.4,สวท.แม่สอด,9021 020021516612,สถานี T.V. และสถานี F.M.,"64,943.09","16,189.95"
1236,2566,พฤศจิกายน,สปข.3,สคท.เชียงราย,020005862041,สถานีเครื่องส่ง T.V. และ FM,"50,396.68","11,374.40"
1237,2566,พฤศจิกายน,สปข.4,สคท.นครสวรรค์,9806020006256640,สถานี T.V. และสถานี F.M.,"44,415.17","10,991.52"
1238,2566,พฤศจิกายน,สปข.4,สวท.สุโขทัย,020009685505,สถานี F.M.,"15,620.38","3,473.10"
1239,2566,ตุลาคม,สปข.6,สำนักประชาสัมพันธ์เขต 6 สงขลา,20008051344,สำนักประชาสัมพันธ์เขต,"31,517.59","7,085.00"
1240,2566,ตุลาคม,สปข.6,สวท.สงขลา,20008048385,สถานี A.M. และ F.M.,"30,143.09","6,772.71"
1241,2566,ตุลาคม,สปข.6,สวท.พัทลุง,20007247271,สถานี F.M.,"29,588.90","6,646.80"
1242,2566,ตุลาคม,สปข.6,สวท.ตรัง,20009332317,สถานี A.M. และ F.M.,"41,042.02","9,469.05"
1243,2566,ตุลาคม,สปข.6,สคท.สตูล,20007712572,สถานี T.V. และสถานี F.M.,"36,852.45","8,297.10"
1244,2566,ตุลาคม,สปข.6,สวท.สตูล,20007755946,สถานี A.M. และ F.M.,"9,286.41","2,034.00"
1245,2566,ตุลาคม,สปข.6,สวท.ยะลา,20007137816,สถานี F.M.,"36,356.76","8,425.11"
1246,2566,ตุลาคม,สปข.6,สวท.ยะลา,20007124946,สถานี A.M.,"45,623.86","10,290.00"
1247,2566,ตุลาคม,สปข.6,สวท.ปัตตานี,20007560268,สถานี F.M.,"30,301.93","6,808.80"
1248,2566,ตุลาคม,สปข.6,สวท.นราธิวาส,20007953220,สถานี T.V. และสถานี F.M.,"80,319.37","19,625.80"
1249,2566,ตุลาคม,สปข.6,สวท.สุไหงโกลก,20007958072,สถานี F.M.,"34,330.48","7,724.10"
1250,2566,ตุลาคม,สปข.6,สวท.เบตง,20007939927,สถานี F.M.,"10,276.71","2,259.00"
1251,2566,ตุลาคม,สปข.6,สวท.เบตง,20007960221,สถานี A.M.,"11,797.81","2,604.60"
1252,2566,ตุลาคม,สปข.6,สคท.เขาคอหงส์,20007197687,สถานี T.V. และสถานี F.M.,"82,911.60","21,384.00"
1253,2566,ตุลาคม,สปข.6,สคท.เขาคอหงส์,20007555238,บ้านพักข้าราชการ,"2,200.26",424.00
1254,2566,ตุลาคม,สปข.6,สทท.สงขลา,20008051409,สถานี T.V.,"134,982.90","29,466.00"
1255,2566,ตุลาคม,สปข.6,สทท.ตรัง,20008213409,สถานี T.V.,"4,891.24","1,035.40"
1256,2566,ตุลาคม,สปข.6,สทท.ยะลา,20007998474,สถานี T.V.,"54,286.85","11,269.77"
